Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
Dixiecrat	noun	any of Southern Democrats who seceded from party in 1948 in opposition										supporter
Dixiecrats	noun	any of Southern Democrats who seceded from party in 1948 in opposition										supporter
Dixon	noun	boundary between Maryland and Pennsylvania, taken as northern limit of slave-owning states before abolition of slavery							slavery
Donatist	noun	member of schismatic Christian group in North Africa											christian
Donatists	noun	member of schismatic Christian group in North Africa											christian
Dopper	noun	(in South Africa) member of Gereformeerde Kerk, strictly orthodox Calvinistic denomination											christian
Doppers	noun	(in South Africa) member of Gereformeerde Kerk, strictly orthodox Calvinistic denomination											christian
Dorkland	noun	Auckland	y
Dorothy	noun	gay man												sexuality_gay, sexuality
Douay	noun	English translation of Bible formerly used in Roman Catholic Church											text
Douay Bible	noun	English translation of Bible formerly used in Roman Catholic Church											text
Douay version	noun	English translation of Bible formerly used in Roman Catholic Church											text
Doukhobor	noun	member of Russian Christian sect											christian
Doukhobors	noun	member of Russian Christian sect											christian
Druse	noun	member of political and religious sect of Islamic origin											muslim
Druses	noun	member of political and religious sect of Islamic origin											muslim
Druze	noun	member of political and religious sect of Islamic origin											muslim
Druzes	noun	member of political and religious sect of Islamic origin											muslim
Du Bois	empty	(1868–1963), American writer, sociologist, and political activist							black
Du Bois, W. E. B.	empty	(1868–1963), American writer, sociologist, and political activist							black
Dunker	noun	member of German Baptist Brethren											christian
Dunkers	noun	member of German Baptist Brethren											christian
Durex	noun	contraceptive sheath												sexuality
Dutch cap	noun	sports player												sexuality
Dutch caps	noun	sports player												sexuality
Dutchman	noun	male native or inhabitant of Netherlands, or man of Dutch descent	y
Dutchmen	noun	male native or inhabitant of Netherlands, or man of Dutch descent	y
E	abbreviation	drug Ecstasy or tablet of Ecstasy														drugs
E	noun	denoting lowest-earning socio-economic category for marketing purposes													class
E-boat	noun	German torpedo boat used in Second World War										war
E-boats	noun	German torpedo boat used in Second World War										war
ED	abbreviation	eating disorder						eatingdisorder						bodypart_genital
ETO	abbreviation	European Theater of Operations										war
East Asian	adjective	native of East Asia							asian
East Asians	adjective	native of East Asia							asian
Ebonics	noun	African American English							black
Ecstasy	noun	amphetamine-based recreational drug with euphoric effects														drugs
Eldridge Cleaver	empty	(1935–98), US civil rights activist							black
Elijah Muhammad	empty	(1897–1975), US activist; born Elijah Poole							black
Elijah Poole	empty	(1897–1975), US activist; born Elijah Poole							black
Emergency	noun	person with serious medical condition						y				ireland, war
Englander	noun	person who opposes international role or policy for England										supporter
Entente Cordiale	noun	understanding between Britain and France										war
Epis.	abbreviation	Epistle											text
Episcopalian	adjective	person who advocates government of Church by bishops											christian
Episcopalians	adjective	person who advocates government of Church by bishops											christian
Epist.	abbreviation	Epistle											text
Epistle	noun	book of Bible											text
Epistles	noun	book of Bible											text
Erastianism	noun	doctrine that state should have supremacy over Church in ecclesiastical matters										doctrine
Eros	empty	sexual love or desire												sexuality
Es	abbreviation	drug Ecstasy or tablet of Ecstasy														drugs
Esd.	abbreviation	Esdras, either in Apocrypha or Vulgate											text
Eskimo	noun	member of Indigenous people inhabiting northern Canada, Alaska, Greenland, and eastern Siberia							indigenous		controversial_ethnicity
Eskimo Pie	noun	bar of chocolate-coated ice cream							indigenous		controversial_ethnicity
Eskimo Pies	noun	bar of chocolate-coated ice cream							indigenous		controversial_ethnicity
Eskimo pie	noun	bar of chocolate-coated ice cream							indigenous		controversial_ethnicity
Eskimo pies	noun	bar of chocolate-coated ice cream							indigenous		controversial_ethnicity
Eskimos	noun	member of Indigenous people inhabiting northern Canada, Alaska, Greenland, and eastern Siberia							indigenous		controversial_ethnicity
Essene	noun	member of ancient Jewish ascetic sect of period from 2nd century											jewish
Essenes	noun	member of ancient Jewish ascetic sect of period from 2nd century											jewish
Essex girl	noun	materialistic young woman of type supposedly found in Essex	y												class
Essex girls	noun	materialistic young woman of type supposedly found in Essex	y												class
Ethiopian	noun	native or national of Ethiopia							black
Ethiopians	noun	native or national of Ethiopia							black
Eurasian	adjective	of mixed European or European American and Asian parentage							asian, mixedrace
Eurasians	adjective	of mixed European or European American and Asian parentage							asian, mixedrace
Euro-communism	noun	political system advocated by some communist parties in western European countries										system
Euro-sceptic	noun	person who is opposed to increasing powers of European Union										supporter
Euro-sceptics	noun	person who is opposed to increasing powers of European Union										supporter
Euro-skeptic	noun	person who is opposed to increasing powers of European Union										supporter
Euro-skeptics	noun	person who is opposed to increasing powers of European Union										supporter
Euro-trash	noun	rich European socialites													class
Eurocommunism	noun	political system advocated by some communist parties in western European countries										system
Eurocrat	noun	bureaucrat in administration of European Union	y
Eurocrats	noun	bureaucrat in administration of European Union	y
European	adjective	native of Europe							european			supporter
Europeans	adjective	native of Europe							european			supporter
Europhobe	noun	person having strong dislike of Europe										y
Europhobes	noun	person having strong dislike of Europe										y
Eurosceptic	noun	person who is opposed to increasing powers of European Union										supporter
Eurosceptics	noun	person who is opposed to increasing powers of European Union										supporter
Euroskeptic	noun	person who is opposed to increasing powers of European Union										supporter
Euroskeptics	noun	person who is opposed to increasing powers of European Union										supporter
Eurotrash	noun	rich European socialites													class
Eyetie	noun	Italian	y						european
Eyeties	noun	Italian	y						european
FFS	interjection	for fuck's sake			y
FML	abbreviation	fuck my life			y
FOB	noun	recent immigrant		y								immigration
FOBs	noun	recent immigrant		y								immigration
FTM	adjective	female-to-male												gender_transgender
FTMs	adjective	female-to-male												gender_transgender
FWB	noun	friend with benefits												sexuality
Fabian	noun	member or supporter of Fabian Society										supporter
Fabians	noun	member or supporter of Fabian Society										supporter
Falange	empty	Spanish Fascist movement that merged with traditional right-wing elements in 1937 to form ruling party										fascism, rightwing
Falangist	adjective	member of Spanish Falange movement										supporter
Falangists	adjective	member of Spanish Falange movement										supporter
Familist	noun	member of Christian sect of 16th and 17th centuries called Family of Love											christian
Familists	noun	member of Christian sect of 16th and 17th centuries called Family of Love											christian
Farrakhan	empty	(1933–), US Nation of Islam leader and African American nationalist							black
Farrakhan, Louis	empty	(1933–), US Nation of Islam leader and African American nationalist							black
Father	noun	male parent											christian	sexuality
Fathers	noun	male parent											christian	sexuality
Fathers of the Church	noun	male parent											christian	sexuality
Fatiha	noun	short first sura of Koran, used by Muslims as essential element of ritual prayer											text
Fatihah	noun	short first sura of Koran, used by Muslims as essential element of ritual prayer											text
Fauntleroy	noun	very well-mannered or elaborately dressed young boy				young
Fauntleroys	noun	very well-mannered or elaborately dressed young boy				young
Fed	noun	federal agent					police
Federal	adjective	having to system of government in which several states form unity										us, war
Federalist	noun	person who advocates or supports system of government in which several states unite under central authority										supporter
Feds	noun	federal agent					police
Feeb	noun	FBI					police
Feebie	noun	FBI					police
Feebies	noun	FBI					police
Feebs	noun	FBI					police
Fein	empty	political movement and party seeking united republican Ireland										ireland
Fenian	noun	member of Irish Republican Brotherhood		y					irish			ireland	christian_catholic
Fenianism	noun											ireland
Fenians	noun	member of Irish Republican Brotherhood		y					irish			ireland	christian_catholic
Fianna	empty	one of two main political parties of Republic of Ireland										ireland
Fianna Fáil	empty	one of two main political parties of Republic of Ireland										ireland
Fido	noun	system for enabling aircraft to land										war
Fifth-monarchy-man	noun	member of 17th-century sect expecting immediate Second Coming of Christ											christian
Fifth-monarchy-men	noun	member of 17th-century sect expecting immediate Second Coming of Christ											christian
Fine Gael	empty	one of two major political parties of Republic of Ireland										ireland
First Australian	noun	Aboriginal person							indigenous_australia
First Australians	noun	Aboriginal person							indigenous_australia
First Ladies	noun	wife of president										us
First Lady	noun	wife of president										us
First Nation	noun	indigenous Canadian community							indigenous_australia, indigenous_canada
First Nations	noun	indigenous Canadian community							indigenous_australia, indigenous_canada
Flanders poppies	noun	red poppy used as emblem of Allied soldiers who fell in First World War										war
Flanders poppy	noun	red poppy used as emblem of Allied soldiers who fell in First World War										war
Flathead	noun	member of some Indigenous peoples of North America	y
Flatheads	noun	member of some Indigenous peoples of North America	y
Flipper	empty	(1856–1940), US soldier and engineer							black
Flipper, Henry Ossian	empty	(1856–1940), US soldier and engineer							black
Forrest	empty	(1821–77), Confederate cavalry officer							black
Forrest, Nathan Bedford	empty	(1821–77), Confederate cavalry officer							black
Four Hundred	noun	social elite of community													class
Fourierism	noun	system for reorganization of society into self-sufficient cooperatives, in accordance with principles of French socialist										system
Francoist	adjective	advocate of principles and policies of General Franco										supporter
Francoists	adjective	advocate of principles and policies of General Franco										supporter
Frank Garvin Yerby	empty	(1916–91), US writer							black
Frank Yerby	empty	(1916–91), US writer							black
Franken-	affix	denoting modified version of something unnatural	y
Frankenfood	noun	genetically modified food	y
Frankenfoods	noun	genetically modified food	y
Free State	noun	state of US in which slavery did not exist							slavery
Free Stater	noun	member of Irish Free State army										ireland
Free Staters	noun	member of Irish Free State army										ireland
Free States	noun	state of US in which slavery did not exist							slavery
French letter	noun	condom												sexuality
French letters	noun	condom												sexuality
French tickler	noun	ribbed condom												sexuality
French ticklers	noun	ribbed condom												sexuality
Frenchie	adjective	characteristically French	y
Frenchier	adjective	characteristically French	y
Frenchies	adjective	characteristically French	y
Frenchiest	adjective	characteristically French	y
Frenchified	adjective	made French in form, character, or manners	y
Frenchified	verb	make French in form or manners	y
Frenchifies	verb	make French in form or manners	y
Frenchify	verb	make French in form or manners	y
Frenchifying	verb	make French in form or manners	y
Frenchy	adjective	characteristically French	y
Freudian	adjective	relating to Sigmund Freud and his methods of psychoanalysis												sexuality
Freudians	adjective	relating to Sigmund Freud and his methods of psychoanalysis												sexuality
Friend	noun	person one has affectionate bond with											christian	sexuality
Friends	noun	person one has affectionate bond with											christian	sexuality
Fritz	noun	German							german			war
Fritzes	noun	German							german			war
Frog	noun	French person	y
Froggies	adjective	French	y
Froggy	adjective	French	y
Frogs	noun	French person	y
Fáil	empty	one of two main political parties of Republic of Ireland										ireland
G spot	noun	sensitive area in anterior wall of vagina												bodypart_genital, sexuality
G spots	noun	sensitive area in anterior wall of vagina												bodypart_genital, sexuality
G-ride	noun	stolen car					y
G-rides	noun	stolen car					y
G-spot	noun	sensitive area in anterior wall of vagina												bodypart_genital, sexuality
G-string	noun	garment consisting of triangle that covers only genital area												bodypart_genital
G-strings	noun	garment consisting of triangle that covers only genital area												bodypart_genital
GF	noun	person's girlfriend												sexuality
GFs	noun	person's girlfriend												sexuality
GHB	noun	designer drug with anaesthetic properties														drugs
GI bride	noun	British woman who married soldier in US army stationed in Britain during Second World War										war
GI brides	noun	British woman who married soldier in US army stationed in Britain during Second World War										war
GLBT	abbreviation	gay, lesbian or transgender												gender_transgender, sexuality_bisexual, sexuality_gay, sexuality_lesbian, sexuality
GOM	abbreviation	Grand Old Man, name				old
GOP	abbreviation	Grand Old Party										party, republican
GTFO	abbreviation	get the fuck out			y
Ga.	abbreviation	Galatians											text
Galilean	adjective	Christian	y										christian
Galileans	adjective	Christian	y										christian
Galla	noun	member of East African people							black
Gallas	noun	member of East African people							black
Gallican	adjective	adherent of Gallican doctrine											christian
Gallicans	adjective	adherent of Gallican doctrine											christian
Garda	noun	state police force of Republic of Ireland					police
Gardai	noun	state police force of Republic of Ireland					police
Garvey	empty	(1887–1940), Jamaican political activist and black nationalist leader							black
Garvey, Marcus	empty	(1887–1940), Jamaican political activist and black nationalist leader							black
Gatha	noun	any of seventeen poems attributed to Zoroaster which are most ancient texts of Avesta											text
Gathas	noun	any of seventeen poems attributed to Zoroaster which are most ancient texts of Avesta											text
Gaullism	noun	principles and policies of Charles de Gaulle, characterized by conservatism										doctrine
Geechee	noun	English creole spoken in parts of South Carolina							black
Geechees	noun	English creole spoken in parts of South Carolina							black
Gemayel	empty	(1905–84), Lebanese political leader										rightwing
Gemayel, Pierre	empty	(1905–84), Lebanese political leader										rightwing
Gen.	abbreviation	Genesis											text
General Baptist	noun	member of Arminian Baptist congregation											christian
General Baptists	noun	member of Arminian Baptist congregation											christian
Geneva Bible	noun	English translation of Bible published in 1560 by Protestant scholars working in Europe											text
Ghibelline	noun	member of one of two great political factions in Italian medieval politics										supporter
Ghibellines	noun	member of one of two great political factions in Italian medieval politics										supporter
Ghost Dance	noun	religious movement among North American Indigenous peoples							indigenous_america
Gibson	empty	(1927–2003), American tennis player							black
Gibson, Althea	empty	(1927–2003), American tennis player							black
Gideon Bible	noun	bible placed in hotel room or hospital ward by Gideons International with aim											text
Gideon Bibles	noun	bible placed in hotel room or hospital ward by Gideons International with aim											text
Girondin	noun	member of French moderate republican Party in power during Revolution 1791-3										supporter
Girondins	noun	member of French moderate republican Party in power during Revolution 1791-3										supporter
Girondist	noun	member of French moderate republican Party in power during Revolution 1791-3										supporter
Girondists	noun	member of French moderate republican Party in power during Revolution 1791-3										supporter
Gladstonian	adjective	supporter of Gladstone or his policies										supporter
Gladstonians	adjective	supporter of Gladstone or his policies										supporter
Goat	noun	zodiacal sign Capricorn	y
God squad	noun	used to refer to evangelical Christians	y
God squads	noun	used to refer to evangelical Christians	y
God-botherer	noun	deeply religious person	y
God-botherers	noun	deeply religious person	y
Good Book	phrase	Bible											text
Good News Bible	noun	translation of Bible in simple everyday English											text
Good Samaritan	noun	charitable or helpful person															y
Good Samaritans	noun	charitable or helpful person															y
Goodman	empty	(1909–86), American jazz clarinettist and bandleader							black
Goodman, Benny	empty	(1909–86), American jazz clarinettist and bandleader							black
Gordy	empty	(b.1929), American record producer							black
Gordy, Berry	empty	(b.1929), American record producer							black
Gospel	noun	record of Christ's life and teaching in first four books of New Testament							black				text
Gospels	noun	record of Christ's life and teaching in first four books of New Testament							black				text
Granthi	noun	priest who acts as custodian of Guru Granth Sahib											sikh
Granthis	noun	priest who acts as custodian of Guru Granth Sahib											sikh
Great Bible	noun	edition of English Bible which Thomas Cromwell ordered to be set up in every parish church											text
Greek Catholic	noun	member of Eastern Orthodox Church											christian
Greek Catholics	noun	member of Eastern Orthodox Church											christian
Greek Cypriot	adjective	relating to people of Greek birth or descent from Cyprus							y	y
Greek Cypriots	adjective	relating to people of Greek birth or descent from Cyprus							y	y
Greek god	noun	extremely handsome man												sexuality
Greek gods	noun	extremely handsome man												sexuality
Green	adjective	low-grade cannabis										supporter				drugs
Greens	adjective	low-grade cannabis										supporter				drugs
Grinch	noun	spoilsport or killjoy	y
Grinches	noun	spoilsport or killjoy	y
Ground Zero	noun	site of World Trade Center in New York										terrorism
Ground Zeros	noun	site of World Trade Center in New York										terrorism
Guelph	noun	member of one of two great factions in Italian medieval politics										supporter
Guelphs	noun	member of one of two great factions in Italian medieval politics										supporter
Gulf War syndrome	noun	medical condition affecting many veterans of 1991 Gulf War, characterized by fatigue, chronic headaches										war
Gullah	noun	member of people living on coast of South Carolina							black
Gullahs	noun	member of people living on coast of South Carolina							black
Gumbo	noun	French-based patois spoken in Louisiana							black
Guomindang	empty	nationalist party founded in China under Sun Yat-sen in 1912										china, nationalism, party
Gutenberg Bible	noun	edition of Bible completed by Johannes Gutenberg in about 1455											text
H	abbreviation	heroin														drugs
HNWI	noun	wealthy person with assets in excess of $1 million													rich
HNWIs	noun	wealthy person with assets in excess of $1 million													rich
Hadith	noun	collection of traditions containing sayings of prophet Muhammad											text
Hadiths	noun	collection of traditions containing sayings of prophet Muhammad											text
Haggadah	noun	text recited at Seder on first two nights of Jewish Passover											text
Hagiographa	noun	books of Bible comprising last of three major divisions of Hebrew scriptures											text
Hamiltonian	adjective	follower of Alexander Hamilton										supporter
Hamiltonians	adjective	follower of Alexander Hamilton										supporter
Hansonite	noun	supporter of Pauline Hanson										rightwing, supporter
Hansonites	noun	supporter of Pauline Hanson										rightwing, supporter
Haredi	noun	member of any of various Orthodox Jewish sects characterized by strict adherence											jewish
Haredim	noun	member of any of various Orthodox Jewish sects characterized by strict adherence											jewish
Harijan	noun	member of hereditary Hindu group of lowest status											hindu
Harijans	noun	member of hereditary Hindu group of lowest status											hindu
Harlem	empty	district of New York City, situated to north of 96th Street in NE Manhattan							black
Harlem Renaissance	empty	movement in US literature in 1920s which centred on Harlem							black
Harper Lee	empty	(1926–2016), American novelist							black
Hasid	noun	member of strictly orthodox Jewish sect in Palestine											jewish
Hasidic	adjective	adherent of Hasidism											jewish
Hasidics	adjective	adherent of Hasidism											jewish
Hasidim	noun	member of strictly orthodox Jewish sect in Palestine											jewish
Hasidism	noun	mystical Jewish movement founded in Poland in 18th century in reaction											jewish
Hassid	noun	member of strictly orthodox Jewish sect in Palestine											jewish
Hassidism	noun	mystical Jewish movement founded in Poland in 18th century in reaction											jewish
Hassids	noun	member of strictly orthodox Jewish sect in Palestine											jewish
Hebe	noun	Jewish person		y					jewish				jewish
Hebes	noun	Jewish person		y					jewish				jewish
Hebraist	noun	scholar of Hebrew language											jewish
Hebraists	noun	scholar of Hebrew language											jewish
Hebrew	noun	member of ancient people of Israel and Palestine		y					jewish				jewish
Hebrew Bible	noun	sacred writings of Judaism, called by Christians Old Testament											text
Hebrews	noun	member of ancient people of Israel and Palestine		y					jewish				jewish
Helen Keller	empty	(1880–1968), American writer, social reformer, and academic						blindness
Henry Ossian Flipper	empty	(1856–1940), US soldier and engineer							black
Heptateuch	noun	first seven books of Bible Genesis											text
Herrnhuter	noun	member of Moravian Church											christian
Herrnhuters	noun	member of Moravian Church											christian
Herut	empty	right-wing Israeli political party founded by Menachem Begin in 1948										israel, party, rightwing
Hind.	abbreviation	Hindu											hindu
Hindu	noun	follower of Hinduism											hindu
Hinduism	noun	major religious and cultural tradition of South Asia											hindu
Hindus	noun	follower of Hinduism											hindu
Hispanic	adjective	relating to Spanish-speaking people							latinamerican
Hispanic American	noun	US citizen or resident of Hispanic descent							latinamerican
Hispanic Americans	noun	US citizen or resident of Hispanic descent							latinamerican
Hispanics	adjective	relating to Spanish-speaking people							latinamerican
Hispano	noun	person descended from Spanish settlers in Southwest before it was annexed to US							latinamerican
Hispanos	noun	person descended from Spanish settlers in Southwest before it was annexed to US							latinamerican
Hitler	empty	(1889–1945), Austrian-born Nazi leader	y									y
Hitler, Adolf	empty	(1889–1945), Austrian-born Nazi leader	y									y
Hitlerism	noun	principles or policies of Hitler or Nazi party										system
Hitlerite	adjective	follower of Hitler										supporter
Hitlerites	adjective	follower of Hitler										supporter
Hitlers	empty	(1889–1945), Austrian-born Nazi leader	y									y
Hollywoodise	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Hollywoodises	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Hollywoodize	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Hollywoodized	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Hollywoodizes	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Hollywoodizing	verb	adapt story or series of events so as to conform to supposed norms of typical Hollywood film	y
Holy Joe	noun	clergyman	y
Holy Joes	noun	clergyman	y
Holy Maries	noun	clergyman	y
Holy Mary	noun	clergyman	y
Holy Marys	noun	clergyman	y
Holy Mother Church	noun	Roman Catholic Church											christian_catholic, christian
Holy Scripture	noun	sacred writings of Christianity contained in Bible											text
Holy Writ	noun	Bible											text
Hooray Henries	noun	lively but ineffectual young upper-class man													rich
Hooray Henry	noun	lively but ineffectual young upper-class man													rich
Hooray Henrys	noun	lively but ineffectual young upper-class man													rich
Hottentot	noun	Khoikhoi person		y					black_southafrica
Hottentots	noun	Khoikhoi person		y					black_southafrica
Hughes	empty	(1902–67), American writer							black
Hughes, Langston	empty	(1902–67), American writer							black
Huguenot	noun	French Protestant of 16th and 17th centuries											christian
Huguenots	noun	French Protestant of 16th and 17th centuries											christian
Hun	noun	member of people who invaded Europe in 4th-5th centuries	y						german			war
Huns	noun	member of people who invaded Europe in 4th-5th centuries	y						german			war
Hussite	noun	member or follower of religious movement begun by John Huss											christian
Hussites	noun	member or follower of religious movement begun by John Huss											christian
Hutterite	noun	member of Anabaptist Christian sect established in Moravia in early 16th century											christian
Hutterites	noun	member of Anabaptist Christian sect established in Moravia in early 16th century											christian
Hymie	noun	offensive term for Jewish person		y					jewish				jewish
Hymies	noun	offensive term for Jewish person		y					jewish				jewish
I'm buggered	phrase	used to express one's amazement at something			y
I'm buggered if —	phrase	used to make following clause negative			y
ICE	abbreviation	Immigration and Customs Enforcement					police
IDB	abbreviation	illicit diamond buying or buyer					y
IDGAF	abbreviation	I don't give a fuck			y
INLA	empty	small paramilitary organization seeking union between Northern Ireland										ireland
INS	abbreviation	Immigration and Naturalization Service, US government agency										immigration, us
IRA	abbreviation	Irish Republican Army										ireland
IRA	empty	military arm of Sinn Fein, aiming for union between Republic of Ireland and Northern Ireland										ireland
ISIL	empty	militant Islamic fundamentalist group											fundamentalism, muslim
ISIS	empty	militant Islamic fundamentalist group											fundamentalism, muslim
IUD	noun	contraceptive device fitted inside uterus and physically preventing implantation of fertilized ova, intrauterine death, intrauterine device						miscarriage						sexuality_contraception, sexuality
IUDs	noun	contraceptive device fitted inside uterus and physically preventing implantation of fertilized ova, intrauterine device												sexuality_contraception, sexuality
Ian Smith	empty	(1919–2007), Rhodesian statesman, prime minister 1964–79							black
Imam	noun	person who leads prayers in mosque											muslim
Immigration Service	noun	government department concerned with regulating entry into country										immigration
Independent	adjective	independent political candidate											christian
Independents	adjective	independent political candidate											christian
Indian	adjective	relating to India							indigenous_america		controversial_ethnicity
Indian giver	noun	person who gives something and then demands it back		y
Indian givers	noun	person who gives something and then demands it back		y
Indians	adjective	relating to India							indigenous_america		controversial_ethnicity
Indigenous People's Day	noun	holiday commemorating Indigenous peoples of Americar							indigenous_america
Indigenous Peoples' Day	noun	holiday commemorating Indigenous peoples of Americar							indigenous_america
Indio	noun	member of any of Indigenous peoples of America or eastern Asia							indigenous
Indios	noun	member of any of Indigenous peoples of America or eastern Asia							indigenous
Injun	noun	Indigenous person of North America		y					indigenous_america
Injuns	noun	Indigenous person of North America		y					indigenous_america
Innocents	adjective	not guilty of crime					y					war
Insp.	abbreviation	Inspector					police
Internationalism	noun	advocacy of cooperation and understanding between nations										doctrine
Inuit	noun	member of Indigenous people of northern Canada Greenland and Alaska							indigenous
Inuits	noun	member of Indigenous people of northern Canada Greenland and Alaska							indigenous
Irgun	empty	right-wing Zionist organization founded in 1931										israel, rightwing
Irish	adjective	paradoxical or illogical		y
Irish Gaelic	adjective	paradoxical or illogical		y
Irish National Liberation Army	empty	small paramilitary organization seeking union between Northern Ireland										ireland
Irish Republican Army	empty	military arm of Sinn Fein, aiming for union between Republic of Ireland and Northern Ireland										ireland
Irish Traveler	noun	member of Irish itinerant community							gypsy
Irish Travelers	noun	member of Irish itinerant community							gypsy
Irish Traveller	noun	member of Irish itinerant community							gypsy
Irish Travellers	noun	member of Irish itinerant community							gypsy
Irvingite	noun	member of Catholic Apostolic Church											christian
Irvingites	noun	member of Catholic Apostolic Church											christian
Is.	abbreviation	Isaiah											text
Isa.	abbreviation	Isaiah											text
Islamic Jehad	empty	Muslim fundamentalist group within Shiite Hezbollah association											fundamentalism, muslim
Islamic Jihad	empty	Muslim fundamentalist group within Shiite Hezbollah association											fundamentalism, muslim
Islamic State	empty	militant Islamic fundamentalist group											fundamentalism, muslim
Islamicism	noun	Islamic fundamentalism											fundamentalism, muslim
Islamism	noun	Islamic fundamentalism											fundamentalism, muslim
Islamist	noun	advocate of Islamic fundamentalism											fundamentalism, muslim
Islamists	noun	advocate of Islamic fundamentalism											fundamentalism, muslim
Ismaili	noun	member of branch of Shiite Muslims that seceded from main group in 8th century because of their belief											muslim
Ismailis	noun	member of branch of Shiite Muslims that seceded from main group in 8th century because of their belief											muslim
Israel	empty	country in Middle East, on Mediterranean Sea										israel
Israeli	adjective	relating to modern country of Israel										israel
Israelis	adjective	relating to modern country of Israel										israel
Israelite	noun	member of ancient Hebrew nation		y									jewish
Israelites	noun	member of ancient Hebrew nation		y									jewish
It girl	noun	young woman who has achieved celebrity because of her socialite lifestyle													class_upper
It girls	noun	young woman who has achieved celebrity because of her socialite lifestyle													class_upper
Itie	noun	Italian	y						european
Ities	noun	Italian	y						european
J Force	noun	New Zealand contingent of Commonwealth Force occupying Japan following Second World War										war
J-Force	noun	New Zealand contingent of Commonwealth Force occupying Japan following Second World War										war
JD	abbreviation	juvenile delinquency or juvenile delinquent					y
Jack	noun	ordinary man					police
Jack Johnson	empty	(1878–1946), American boxer							black
Jack Mormon	noun	Mormon who is not strictly observant											christian
Jack Mormons	noun	Mormon who is not strictly observant											christian
Jack Roosevelt Robinson	empty	(1919–72), US baseball player and civil rights activist							black
Jackie Robinson	empty	(1919–72), US baseball player and civil rights activist							black
Jackies	noun	Aboriginal person		y					indigenous_australia
Jacky	noun	Aboriginal person		y					indigenous_australia
Jacky Jackies	noun	Aboriginal person		y					indigenous_australia
Jacky Jacky	noun	Aboriginal person		y					indigenous_australia
Jacob Lawrence	empty	(1917–2000), US artist and educator							black
Jacobin	noun	member of French radical political group										y
Jacobins	noun	member of French radical political group										y
Jacobite	noun	member of Syrian Orthodox Church, supporter of deposed James II in claim to British throne										supporter	christian
Jacobites	noun	member of Syrian Orthodox Church, supporter of deposed James II in claim to British throne										supporter	christian
James	empty	(1901–89), Trinidadian historian, journalist, political theorist, and novelist							black
James Baldwin	empty	(1924–87), American novelist and black civil rights activist							black
James, C. L. R.	empty	(1901–89), Trinidadian historian, journalist, political theorist, and novelist							black
Janner	noun	person from Devon	y
Janners	noun	person from Devon	y
Jap	noun	Japanese person		y					asian
Japs	noun	Japanese person		y					asian
Jataka	noun	any of various stories of former lives of Buddha											text
Jatakas	noun	any of various stories of former lives of Buddha											text
Jatz crackers	noun	testicles												bodypart_genital
Jayforce	noun	New Zealand contingent of Commonwealth Force occupying Japan following Second World War										war
Jeffersonian	adjective	supporter of Jefferson or his policies										supporter
Jeffersonians	adjective	supporter of Jefferson or his policies										supporter
Jehovah's Witness	noun	member of Christian movement founded in US by Charles Taze Russell											christian
Jehovah's Witnesses	noun	member of Christian movement founded in US by Charles Taze Russell											christian
Jehovahs Witness	noun	member of Christian movement founded in US by Charles Taze Russell											christian
Jerries	noun	German	y
Jerry	noun	German	y
Jerusalem Bible	noun	modern English translation of Bible by mainly Roman Catholic scholars											text
Jesse Owens	empty	(1913–80), American athlete; born James Cleveland Owens							black
Jesuit	noun	member of Society of Jesus, Roman Catholic order of priests founded by St Ignatius Loyola											christian
Jesuits	noun	member of Society of Jesus, Roman Catholic order of priests founded by St Ignatius Loyola											christian
Jesus freak	noun	fervent evangelical Christian	y										christian
Jesus freaks	noun	fervent evangelical Christian	y										christian
Jew	noun	member of people and cultural community whose traditional religion is Judaism											jewish
Jewess	noun	Jewish woman or girl		y					jewish				jewish
Jewesses	noun	Jewish woman or girl		y					jewish				jewish
Jews	noun	member of people and cultural community whose traditional religion is Judaism											jewish
Jezebel	empty	shameless or immoral woman	y
Jezebels	empty	shameless or immoral woman	y
Jheri curl	noun	hairstyle in which hair is styled into ringlets with glossy finish							black
Jim	noun	former practice of segregating black people in US		y					black
Jim Crow	noun	former practice of segregating black people in US		y					black
Jim Crows	noun	former practice of segregating black people in US		y					black
Jimmy Woodser	noun	person who drinks alone or drink taken on one's own														alcohol
Jimmy Woodsers	noun	person who drinks alone or drink taken on one's own														alcohol
Joan	noun	devoted old married couple				old
Jock	noun	Scotsman	y						scottish
Jocks	noun	Scotsman	y						scottish
Joe Schmo	noun	hypothetical ordinary man	y
Joe Schmoes	noun	hypothetical ordinary man	y
Joe Schmos	noun	hypothetical ordinary man	y
John Hop	noun	police officer					police
John Hops	noun	police officer					police
Johnny Reb	noun	Confederate soldier in American Civil War										us, war
Johnny Rebs	noun	Confederate soldier in American Civil War										us, war
Johnson	empty	(1878–1946), American boxer							black
Johnson, Jack	empty	(1878–1946), American boxer							black
Jonestown	empty	former religious settlement in jungle of Guyana															y
